age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
38.0,11.95,3.62,5.77,6.446861519,137.402851,100.0,1.0,9.0,1.0,6.564,1,75.99947406
36.0,4.88,2.27,5.25,6.642064354,246.4633948,100.0,1.0,9.0,0.0,5.885,1,74.60707384
36.0,7.38,4.86,1.24,5.264658862,38.24694335,96.01,2.0,4.0,1.0,4.298,1,-5.313741542
19.0,7.33,5.71,2.14,5.172772732,61.95480788,90.3,3.0,3.0,1.0,4.003,2,-6.474755918
38.0,9.09,2.3,4.1412097370000005,8.136204938,428.8485705,100.0,1.0,1.0,1.0,6.765,1,50.07296903
15.0,3.69,1.35,2.24,6.517502160499999,188.2746408,95.83,3.0,2.0,1.0,5.013,0,32.69437616
27.0,11.77,10.04,1.82,3.212549876,316.8348156,50.25,3.0,1.0,1.0,11.319,2,-1.761946129
29.0,10.53,7.9,6.44,8.135597782,239.5772772,100.0,0.0,5.0,1.0,7.933,1,51.62816638
34.0,6.98,4.56,5.11,9.079093776,123.35091,100.0,1.0,6.0,1.0,4.837,1,60.3554334
33.0,8.03,6.11,4.52,7.237837341,71.26531666,100.0,2.0,4.0,1.0,4.639,2,22.51704746
17.0,6.405,2.38,1.81,4.490618964,374.5366008,100.0,2.0,4.0,0.0,5.652,1,11.2118125
27.0,7.44,5.62,7.34,4.886733578,41.50864853,100.0,4.0,6.0,1.0,2.198,2,40.00804676
25.0,8.95,4.68,1.53,9.25762208,165.9822073,100.0,0.0,4.0,1.0,5.462,1,27.21493306
31.0,7.15,3.19,6.36,8.285638194,107.506711,100.0,1.0,7.0,1.0,3.827,1,78.37344261
27.0,11.9,8.78,7.73,6.484256279,0.0,99.41,0.0,8.0,1.0,4.071,2,29.66079054
25.0,8.11,4.48,5.82,5.802353547,39.65562172,100.0,3.0,9.0,1.0,3.169,1,44.80753676
16.0,5.71,5.08,7.94,3.582205119,114.9073254,100.0,2.0,8.0,0.0,2.633,2,54.64011144
23.0,9.72,4.95,5.21,4.96398244,18.37390353,97.89,4.0,9.0,1.0,3.857,1,35.2571647
16.0,3.7,3.16,1.74,6.702911565,88.30842241,100.0,2.0,2.0,0.0,2.628,1,18.26928276
35.0,5.85,5.03,1.63,4.343942264,124.0387607,86.77,2.0,4.0,0.0,4.696,2,1.672767513
23.0,5.47,2.43,2.6,8.534214673,119.0188922,100.0,0.0,3.0,0.0,3.755,1,56.54398949
23.0,6.32,4.92,0.06,4.70738781,202.7296809,82.32,4.0,4.0,1.0,7.282,1,10.5934176
22.0,9.82,5.5,5.45,7.29829706,163.135261,100.0,2.0,6.0,1.0,6.435,2,36.179356595
27.0,6.84,5.82,2.15,4.533176769,44.92272067,99.57,4.0,1.0,1.0,3.355,2,-4.147751631
15.0,9.94,5.67,6.52,7.398939651,165.9822073,100.0,0.0,7.0,1.0,5.462,2,59.39664425
39.0,7.76,5.79,2.87,4.814491452,40.16067166,94.71,4.0,2.0,1.0,3.779,2,9.195904145
25.0,5.42,3.14,3.84,8.433850229,154.1078285,100.0,0.0,2.0,0.0,4.538,1,42.39452721
22.0,10.1,4.41,7.73,7.213843222,235.8890332,100.0,2.0,7.0,1.0,7.531,1,58.09664355
24.0,4.38,1.84,1.94,3.539395087,119.479236,100.0,2.0,3.0,0.0,4.588,0,17.49471522
39.0,6.36,2.35,5.77,8.237535736,225.1465992,100.0,0.0,6.0,0.0,3.029,1,102.7702349
21.0,7.05,5.31,6.04,6.619785982,188.4491733,100.0,0.0,8.0,1.0,4.853,2,33.30010529
17.0,4.61,3.06,1.77,8.823986406,59.96128044,100.0,0.0,1.0,0.0,3.014,1,1.964302911
17.0,2.09,1.49,4.01,8.491570294,241.4168226,100.0,1.0,1.0,0.0,4.582,0,59.80472115
32.0,8.48,3.98,2.8,8.925155701,41.77039498,100.0,2.0,2.0,1.0,4.94,1,42.27553561
19.0,7.11,4.19,6.18,4.613758673,130.9487821,100.0,2.0,7.0,1.0,4.341,1,31.79350022
26.0,6.46,2.11,4.98,4.464111188,198.9460225,100.0,2.0,2.0,1.0,5.876,1,39.239427
26.0,11.67,9.23,3.81,8.769210514,165.9822073,95.18,2.0,1.0,1.0,7.512,2,10.51154518
33.0,7.71,6.89,6.23,6.305198267,101.5900631,100.0,0.0,7.0,1.0,4.066,2,41.36847487
20.0,10.63,5.78,1.88,5.075890637,124.6767409,86.35,2.0,1.0,1.0,7.251,2,0.493171206
16.0,3.39,1.04,6.03,7.60879694,131.7854649,100.0,2.0,6.0,0.0,2.246,0,85.47569766
26.0,7.69,3.09,6.92,5.684316269,13.93241322,100.0,2.0,5.0,1.0,2.329,1,75.18388414
33.0,10.68,7.39,7.03,7.886629216,13.25682473,100.0,2.0,9.0,1.0,3.731,2,52.51078977
19.0,7.83,5.22,6.27,8.456327712,135.9358158,100.0,1.0,5.0,1.0,4.574,2,56.13392581
26.0,7.0,7.09,3.26,7.964707758,180.6176464,99.25,1.0,4.0,1.0,7.032,2,4.253548557
31.0,5.72,2.59,7.85,5.573333501,254.0665177,100.0,4.0,7.0,0.0,5.625,1,96.97402017
31.0,2.92,2.21,3.04,6.779830232,46.81386252,100.0,2.0,1.0,0.0,1.468,1,29.23105851
24.0,6.58,4.69,4.1412097370000005,5.772365416,113.8008336,100.0,0.0,2.0,1.0,5.462,1,54.59147189
39.0,5.94,2.93,1.29,6.13293499,227.599435,87.29,2.0,1.0,0.0,7.183,1,5.514008893
27.0,10.67,6.69,7.84,5.285373582,107.2828199,100.0,4.0,7.0,1.0,5.363,2,41.69083126
31.0,4.44,3.771381605,5.63,6.152336769,0.683857505,100.0,2.0,4.0,0.0,5.462,0,80.53280022
29.0,11.67,6.67,6.03,6.840780632,40.88661366,100.0,1.0,4.0,1.0,4.746,2,32.11608178
26.0,11.58,9.6,0.53,6.700017098,107.6961541,69.65,0.0,1.0,1.0,8.131,2,5.544107665
30.0,4.48,2.48,6.11,7.948098687,253.5347544,100.0,0.0,8.0,0.0,5.387,1,67.66677967
38.0,5.48,4.4,6.2,6.846379764,195.3438884,100.0,1.0,9.0,0.0,4.8,1,49.14956218
33.0,10.96,7.17,5.37,5.61894613,98.59530471,98.12,4.0,9.0,1.0,5.929,2,36.97561752
22.0,11.67,4.84,2.34,7.618027257,305.9176287,93.02,2.0,2.0,1.0,10.773,1,28.36528719
35.0,6.43,4.17,3.92,7.545757741,253.7180016,100.0,1.0,2.0,1.0,6.339,1,40.21743543
31.0,5.21,3.14,0.88,5.972699662,265.3860612,81.39,3.0,4.0,0.0,5.462,1,2.1826811
37.0,7.26,3.91,3.77,6.418145196,154.8677781,100.0,1.0,1.0,1.0,5.859,1,47.60757502
19.0,8.88,3.3,1.95,4.527217402,239.2735164,96.21,2.0,3.0,1.0,8.355,1,4.760314828
36.0,4.73,2.6,2.79,5.669602687,104.2307233,100.0,3.0,2.0,0.0,3.528,1,40.50491028
30.0,9.36,3.22,1.3,8.426181205,246.0309258,100.0,1.0,2.0,1.0,8.45,1,49.3621304
20.0,2.52,0.91,1.84,9.359468695,203.6430572,100.0,2.0,1.0,0.0,5.208,0,34.56196533
22.0,2.49,1.37,0.61,6.614938649,281.217084,91.82,1.0,1.0,0.0,6.822,0,32.48905501
39.0,5.86,2.83,7.36,6.517502160499999,292.3650465,100.0,0.0,8.0,0.0,6.202,1,63.81726819
32.0,5.53,4.73,4.24,8.516212815,39.4159293,100.0,2.0,3.0,0.0,2.033,1,48.77171727
39.0,5.16,2.71,3.17,9.025673246,130.4128118,100.0,2.0,3.0,0.0,4.289,1,48.45762928
26.0,6.91,5.22,4.28,6.330525407,5.291985204,100.0,1.0,3.0,1.0,2.651,2,40.507904
29.0,5.21,3.22,5.03,6.607068193,165.9822073,100.0,2.0,5.0,0.0,5.462,1,72.20325465
23.0,3.92,2.83,4.1412097370000005,6.762624985,130.2369262,100.0,1.0,7.0,0.0,2.546,1,79.00945655
27.0,5.09,2.32,1.43,3.742037667,274.7530809,100.0,4.0,3.0,0.0,7.176,1,15.67561402
29.0,11.75,10.17,2.36,5.917323224,76.92380778,68.61,0.0,1.0,1.0,6.867,2,9.152957533
24.0,6.11,3.78,4.1412097370000005,8.615715656,271.1250296,100.0,0.0,8.0,1.0,5.692,1,74.261223
30.0,6.45,5.15,2.97,8.036210314,29.8163573,100.0,1.0,1.0,1.0,3.334,2,36.179356595
21.0,7.77,3.771381605,0.18,8.072288292,88.50969299,98.39,1.0,2.0,1.0,5.231,1,25.15154265
31.0,11.83,4.26,1.18,6.517502160499999,132.0167397,85.69,1.0,2.0,1.0,8.881,1,-4.628603962
37.0,4.42,3.11,0.21,6.485476511,101.4285717,96.47,1.0,3.0,0.0,4.427,1,2.946128792
35.0,8.81,2.68,4.1412097370000005,4.126106798,35.67227948,100.0,4.0,2.0,1.0,5.462,1,78.51665198
36.0,9.16,5.36,4.1412097370000005,4.842018869,185.8886114,92.9,4.0,2.0,1.0,8.251,2,-1.371650549
21.0,8.07,3.35,7.39,8.104955443,244.760129,100.0,1.0,8.0,1.0,7.018,1,36.179356595
28.0,2.89,1.95,7.97,7.183030515,197.4578436,100.0,1.0,7.0,0.0,2.894,0,87.33454849
29.0,8.77,7.78,4.8,7.766479593,266.5273293,89.09,1.0,1.0,1.0,8.445,2,12.72973634
35.0,2.64,1.53,0.27,4.074674225,59.85616716,96.05,3.0,2.0,1.0,2.439,0,10.0170969
27.0,7.96,6.29,0.65,6.409920949,139.5714587,87.12,2.0,2.0,1.0,6.745,2,-3.224950335
23.0,9.4,5.68,3.85,6.469997386,165.9822073,100.0,2.0,3.0,1.0,5.005,2,38.78191361
33.0,7.0,2.46,3.25,4.552736874,105.2084448,100.0,2.0,4.0,0.0,3.18,1,42.63388933
30.0,10.42,8.94,4.85,5.407016045,228.6146597,86.06,4.0,2.0,1.0,8.375,2,1.957275575
22.0,2.3,1.92,3.51,4.748980157,288.9574541,96.28,3.0,3.0,0.0,5.857,0,25.30586427
32.0,10.44,3.771381605,7.47,7.29745415,35.2297925,100.0,1.0,7.0,1.0,3.779,2,36.179356595
37.0,6.6,3.15,4.28,9.01584035,223.4649654,100.0,0.0,1.0,1.0,6.696,1,63.61798654
32.0,4.18,2.62,5.55,6.517502160499999,207.1932209,100.0,0.0,7.0,0.0,4.585,1,36.179356595
34.0,3.34,1.45,7.17,8.661197831,194.2513437,100.0,0.0,7.0,0.0,3.119,0,101.5976941
21.0,11.53,6.53,1.17,8.079465663,222.5439725,90.41,0.0,1.0,1.0,9.814,2,3.2259765
17.0,2.73,1.61,1.84,8.395453524,36.66925705,100.0,2.0,2.0,0.0,1.773,0,41.61770176
32.0,3.99,3.19,0.86,6.512606023,248.6304051,96.34,2.0,3.0,0.0,6.997,1,14.38663321
24.0,5.48,4.59,1.12,6.528776723,208.6296186,90.93,0.0,1.0,0.0,6.444,1,2.281365821
21.0,7.0,4.5,4.1,5.882264131,16.81420932,100.0,0.0,2.0,0.0,5.462,1,47.47248987
31.0,7.45,2.31,2.57,7.92618025,294.173416,100.0,2.0,2.0,1.0,8.674,1,56.31377633
28.0,3.26,2.66,3.39,4.605942775,37.83669644,100.0,2.0,3.0,0.0,1.713,1,40.63973667
38.0,4.9,1.98,4.1412097370000005,4.209562534,104.5352985,100.0,4.0,9.0,0.0,2.332,0,102.7030019
17.0,4.39,2.96,1.25,8.534817993,184.291872,99.81,1.0,4.0,0.0,5.38,1,45.69742403
26.0,7.0,1.3,4.33,4.022433724,217.9594763,100.0,2.0,3.0,0.0,5.462,0,55.08265679
27.0,6.11,3.3,0.79,8.959195799,165.9822073,94.78,2.0,4.0,1.0,5.462,1,9.758059393
16.0,9.04,8.06,2.55,7.591404406,252.7500564,79.36,2.0,3.0,1.0,8.675,2,2.28033231
17.0,4.17,1.5,4.22,5.765956495,241.6942931,100.0,3.0,3.0,0.0,5.439,0,40.80050234
19.0,5.67,3.14,7.57,7.184917631,181.4766238,100.0,1.0,9.0,0.0,4.204,1,90.46890713
25.0,5.91,2.86,3.13,8.041096277,167.0609014,100.0,2.0,1.0,0.0,5.556,1,37.43639297
22.0,11.76,3.771381605,0.52,4.496430739,157.4319613,66.82,4.0,2.0,1.0,8.304,2,-3.05795447
37.0,17.325,9.49,3.11,7.714540032,162.4987443,73.91,1.0,3.0,1.0,6.322,2,1.639977372
37.0,10.0,4.43,1.17,8.020226312,230.3565071,100.0,2.0,3.0,1.0,9.309,1,3.145937441
26.0,4.42,1.54,1.84,4.966585169,18.44368012,100.0,3.0,1.0,0.0,2.338,0,47.48666796
21.0,2.68,1.81,4.94,4.608898597,185.1427672,100.0,3.0,3.0,0.0,3.298,1,58.75828787
29.0,5.17,2.59,0.54,4.08327431,31.17126899,100.0,2.0,2.0,0.0,3.203,1,-3.411480315
38.0,4.67,3.28,3.72,5.456568901,58.15405818,100.0,2.0,2.0,0.0,2.639,1,26.45046753
31.0,7.06,2.25,4.88,4.390432177,87.23369732,100.0,3.0,1.0,1.0,4.126,1,35.48032101
18.0,9.78,3.72,3.37,8.691366069,239.744755,98.16,2.0,2.0,1.0,8.739,1,27.16470851
36.0,10.58,7.53,0.15,5.62694809,146.6628243,72.66,4.0,1.0,1.0,8.205,2,3.004817695
39.0,10.45,4.47,7.88,8.691748166,53.13417592,100.0,0.0,9.0,1.0,3.561,1,74.93296564
27.0,5.6,4.56,2.94,5.313262422,295.7392944,100.0,4.0,4.0,0.0,7.778,1,0.257363259
32.0,7.0,2.97,6.23,6.232052364,118.7839427,100.0,0.0,4.0,0.0,5.462,1,74.46785668
15.0,5.13,2.2,2.61,7.154373183,114.6899949,100.0,1.0,3.0,0.0,5.462,1,25.33688245
27.0,2.61,2.35,3.8,8.903594645,280.6581647,100.0,0.0,2.0,0.0,5.945,1,58.70486056
27.0,9.02,5.05,3.11,7.274914057,91.84659267,96.76,1.0,1.0,1.0,4.997,2,13.46295052
24.0,2.1,1.52,2.74,5.891180985,161.3394551,100.0,4.0,4.0,0.0,3.028,0,49.66940621
26.0,6.09,2.49,0.17,8.751385722,67.30651356,100.0,0.0,4.0,1.0,4.374,1,33.78907643
16.0,5.29,3.52,4.1412097370000005,6.517502160499999,313.4904464,100.0,0.0,2.0,0.0,7.621,1,29.39980531
37.0,8.93,6.57,7.12,4.262375907,145.4782874,100.0,2.0,9.0,1.0,5.109,2,34.51633295
17.0,9.66,4.72,5.52,6.454434447,109.0227853,100.0,0.0,6.0,1.0,5.454,1,47.69685398
24.0,5.04,4.02,1.16,8.490023883,157.1469543,100.0,1.0,4.0,0.0,5.532,1,29.95997484
16.0,10.12,6.7,4.73,3.805060034,253.1126753,82.85,3.0,3.0,1.0,9.161,2,0.192274041
37.0,4.94,2.64,7.14,7.023694218,223.219641,100.0,0.0,5.0,0.0,4.388,1,87.93162227
27.0,6.46,4.1,5.6,7.569305087,274.5131292,100.0,0.0,7.0,1.0,7.13,1,49.57182356
27.0,9.27,5.99,1.19,9.018324859,170.4626538,94.3,1.0,2.0,1.0,7.658,2,5.724173334
32.0,13.395,3.57,6.94,4.974369357,456.3564747,100.0,3.0,7.0,1.0,6.863,1,73.84992736
17.0,11.87,3.771381605,2.41,5.04568597,165.9822073,83.73,4.0,3.0,1.0,9.032,2,6.77164868
21.0,4.25,2.15,3.63,6.668749363,233.4034679,100.0,2.0,4.0,0.0,5.856,1,43.88894881
28.0,8.62,4.66,4.21,5.916568031,193.5502121,99.12,3.0,4.0,1.0,6.787,1,26.4968386
34.0,7.0,6.13,6.8,6.517502160499999,268.475236,100.0,0.0,9.0,0.0,5.462,2,70.19919948
31.0,11.15,6.57,4.1412097370000005,6.980092907,242.0530118,100.0,1.0,8.0,1.0,8.08,2,67.52587476
35.0,3.56,3.08,7.44,8.22515814,79.49513119,100.0,1.0,7.0,1.0,1.048,1,66.98154503
27.0,9.52,4.53,0.06,7.610222354,102.4001556,100.0,1.0,3.0,1.0,6.382,1,4.466287688
39.0,7.68,4.22,7.38,8.534117631,115.0658438,100.0,1.0,8.0,1.0,4.066,1,63.1657646
30.0,7.0,3.67,0.44,5.610094328,182.9492629,96.26,2.0,4.0,0.0,5.963,1,3.635223762
38.0,6.74,4.23,2.13,9.491269549,27.51314335,100.0,2.0,4.0,1.0,3.251,1,24.09440973
26.0,5.34,3.35,4.12,5.272235467,165.4170779,100.0,2.0,4.0,0.0,4.654,1,41.47438988
29.0,7.79,2.59,3.84,7.72825788,154.9768066,100.0,2.0,4.0,1.0,5.623,1,50.27084339
39.0,10.89,5.87,4.84,6.08562131,110.3206603,100.0,0.0,2.0,1.0,6.173,2,30.52779545
24.0,7.69,3.56,3.84,8.113594947,245.5518674,100.0,2.0,1.0,1.0,7.393,1,35.56571631
39.0,8.32,7.48,7.48,6.206589927,137.0603766,100.0,0.0,6.0,1.0,4.756,2,36.179356595
21.0,7.19,3.49,1.92,8.367647363,198.8042995,99.81,1.0,1.0,1.0,7.119,1,24.00070245
34.0,2.51,2.09,2.19,8.248612919,134.5225682,100.0,2.0,4.0,0.0,4.038,1,42.30162967
19.0,7.0,3.06,7.37,7.392777563,269.4537173,100.0,2.0,6.0,0.0,5.462,1,62.19275254
15.0,6.92,3.49,0.61,7.691293474,129.5351951,99.6,1.0,4.0,1.0,5.937,1,45.09095
31.0,5.1,3.19,4.88,3.7887852,165.9822073,98.74,2.0,4.0,0.0,5.462,1,41.97915709
17.0,3.82,3.07,5.45,4.957944033,245.4576987,100.0,3.0,5.0,0.0,4.615,1,43.56638397
27.0,7.04,5.84,4.04,9.254439794,50.52888319,100.0,1.0,3.0,1.0,2.748,2,45.82347229
28.0,5.23,2.07,5.55,7.482428,158.1966472,100.0,0.0,6.0,0.0,4.31,1,74.94964077
38.0,4.58,2.31,1.38,5.357964315,156.3015992,100.0,0.0,2.0,0.0,4.476,1,0.596194989
32.0,6.64,3.33,6.82,6.21996207,54.38989115,100.0,2.0,5.0,1.0,2.054,1,62.70692836
18.0,3.33,1.08,1.12,4.391015157,225.9108532,100.0,3.0,3.0,0.0,5.769,0,10.35365418
32.0,11.28,7.43,3.21,6.278909695,202.846888,90.02,2.0,4.0,1.0,8.697,2,3.675054266
19.0,10.68,3.771381605,0.6,6.54297493,232.3461771,65.99,0.0,4.0,1.0,10.08,2,-7.560983356
39.0,9.08,3.771381605,4.36,5.376722184,85.90556749,100.0,2.0,1.0,1.0,5.132,1,41.80059294
30.0,3.06,2.28,5.36,4.63151458,250.1453929,100.0,4.0,6.0,0.0,4.762,1,44.64225363
15.0,9.76,6.6,7.53,6.322031078,58.81192749,100.0,2.0,7.0,1.0,3.721,2,45.20384628
35.0,10.08,5.3,5.91,6.274702815,78.26357806,100.0,0.0,6.0,1.0,5.447,2,44.88260174
28.0,9.68,3.72,4.33,5.296311573,27.17098465,100.0,3.0,2.0,1.0,4.501,1,52.85350901
29.0,4.71,2.28,7.46,7.103974213,334.4295703,100.0,1.0,7.0,0.0,3.232,1,85.15354268
23.0,8.44,6.86,3.83,8.431397346,224.4946656,99.79,0.0,1.0,1.0,7.851,2,22.79412923
29.0,15.51,3.771381605,4.49,6.339934351,318.5288514,82.46,2.0,4.0,1.0,6.923,2,11.89478095
31.0,7.77,2.41,4.77,8.623804377,208.8058698,100.0,0.0,3.0,1.0,6.334,1,64.26451715
39.0,8.46,3.64,3.28,8.715051859,163.0663969,100.0,1.0,3.0,1.0,6.146,1,42.63940824
38.0,6.58,2.25,6.71,4.350656477,192.0423544,100.0,3.0,6.0,1.0,5.077,1,68.85647049
18.0,7.29,4.68,4.1412097370000005,4.502834361,285.6157842,82.38,3.0,1.0,1.0,8.901,1,-1.18241489
26.0,2.34,1.76,4.44,6.489533368,148.4870348,100.0,0.0,2.0,0.0,2.898,0,48.12312018
19.0,8.39,3.07,5.78,7.045870773,165.9822073,100.0,0.0,9.0,1.0,5.462,1,65.37834564
19.0,2.81,2.26,7.23,6.004181287,55.23974483,100.0,2.0,9.0,0.0,0.136,1,101.5192661
25.0,6.35,4.02,7.07,5.177580879,165.9822073,100.0,2.0,5.0,1.0,5.462,1,52.91316347
20.0,4.93,3.52,4.07,6.478211262,137.5961982,100.0,0.0,1.0,0.0,3.624,1,55.02319918
21.0,7.45,6.58,5.15,3.598874585,63.50181702,93.56,3.0,9.0,1.0,3.16,2,37.26216452
38.0,3.33,1.17,3.15,8.508634471,157.3709248,100.0,0.0,1.0,0.0,3.76,0,65.93094814
28.0,8.92,7.5,3.75,6.517502160499999,146.4952936,86.74,1.0,2.0,1.0,6.495,1,-6.127995557
38.0,9.95,3.74,7.25,8.111306026,206.105689,100.0,1.0,9.0,1.0,7.0,1,84.21460659
25.0,3.63,1.94,7.45,4.792157198,226.3820206,100.0,3.0,7.0,0.0,3.7,0,36.179356595
27.0,3.04,2.47,7.16,4.870468803,179.6049822,100.0,2.0,9.0,0.0,2.552,1,76.01908796
16.0,3.46,2.92,1.11,5.083781722,271.0163473,93.67,3.0,1.0,0.0,6.517,1,-8.358230588
39.0,10.77,6.5,6.8,8.870206247,213.5415547,100.0,0.0,7.0,1.0,7.725,2,65.63206577
21.0,7.28,4.78,7.59,4.223993767,114.8400329,100.0,4.0,8.0,1.0,3.343,1,72.13916596
34.0,6.67,3.771381605,2.89,7.799074454,264.5865697,95.43,1.0,4.0,1.0,8.028,1,31.1914243
18.0,3.07,2.45,4.15,7.794616849,149.6651318,100.0,1.0,3.0,0.0,2.69,1,67.83778006
22.0,8.5,3.17,6.23,6.769894146,65.98473914,100.0,0.0,9.0,1.0,3.401,1,66.33328176
34.0,10.68,3.771381605,4.5,5.756335255,283.3163544,67.13,4.0,1.0,1.0,9.91,2,7.563117506
27.0,10.28,6.05,7.95,8.751389418,131.2536727,100.0,0.0,5.0,1.0,5.555,2,89.69824029
35.0,8.26,4.71,3.65,8.362602588,73.21442814,100.0,0.0,3.0,1.0,4.515,1,20.12258544
33.0,2.75,1.52,5.71,6.323917019,74.61244019,100.0,0.0,6.0,0.0,0.402,0,75.63148339
27.0,3.12,1.89,6.34,7.242004174,143.6610161,100.0,2.0,5.0,0.0,2.458,0,65.81024583
28.0,2.49,3.771381605,3.95,8.976178651,129.9888001,100.0,0.0,2.0,0.0,2.64,1,67.15659758
24.0,4.57,2.87,6.86,9.277469255,165.9822073,100.0,0.0,7.0,0.0,5.462,1,36.179356595
25.0,3.36,2.93,4.37,6.687135201,275.5577368,100.0,1.0,2.0,0.0,6.029,1,45.02766572
16.0,4.6,1.88,3.29,8.329742218,291.1339339,100.0,0.0,4.0,0.0,7.053,0,56.82045992
27.0,5.85,4.3,0.86,4.723347914,108.3465448,84.5,2.0,1.0,0.0,5.587,1,14.6146716
23.0,11.43,9.0,3.15,6.010851928,147.2354124,86.81,2.0,1.0,1.0,7.89,2,7.928731454
31.0,8.1,5.73,5.87,4.434360107,114.6120434,100.0,4.0,8.0,1.0,4.229,2,24.26138988
17.0,10.35,6.87,7.37,5.357135674,217.417568,100.0,2.0,6.0,1.0,7.484,2,36.179356595
38.0,9.1,5.81,2.01,7.537319091,216.1686107,99.99,1.0,2.0,1.0,8.007,2,3.71410394
20.0,3.13,2.56,2.84,7.116534893,123.6853549,100.0,2.0,3.0,0.0,2.873,1,36.179356595
19.0,9.36,7.42,1.23,4.649579418,272.3785772,71.82,4.0,3.0,1.0,9.271,2,-3.287720761
19.0,4.75,1.77,5.53,5.855242405,102.7481572,100.0,0.0,9.0,0.0,2.376,0,64.81778693
36.0,8.39,6.79,4.1412097370000005,5.292212364,62.01750929,100.0,2.0,4.0,1.0,5.462,2,57.2474845
29.0,5.41,2.97,5.13,8.581691971,283.1904527,100.0,2.0,7.0,0.0,7.126,1,49.56721768
37.0,11.98,5.42,4.94,7.979351207,227.8436673,100.0,1.0,4.0,1.0,8.648,2,33.33406845
31.0,4.64,3.81,4.43,6.235930452,230.2077162,100.0,4.0,4.0,0.0,5.191,1,44.27396498
23.0,4.79,2.68,0.71,8.706976472,283.2512727,100.0,1.0,3.0,0.0,8.022,1,-1.331824731
17.0,11.31,8.88,5.84,5.006185416,107.1399356,87.49,4.0,8.0,1.0,6.183,2,22.09578941
34.0,7.0,1.03,4.82,6.904603648,107.2466453,100.0,0.0,4.0,0.0,1.859,0,80.68249632
31.0,8.97,2.71,4.1412097370000005,8.704015509,258.8765241,100.0,2.0,3.0,1.0,5.462,1,62.43966524
24.0,9.25,5.52,7.19,5.662749674,165.9822073,100.0,2.0,8.0,1.0,4.348,2,58.75233519
17.0,10.36,3.73,6.27,7.325800589,90.71012181,100.0,2.0,7.0,1.0,4.919,1,50.25114438
32.0,11.74,8.84,6.25,5.590258269,230.2224311,80.27,2.0,6.0,1.0,8.815,2,38.62614686
32.0,11.76,5.48,7.42,5.535010407,280.4257985,100.0,3.0,7.0,1.0,9.374,2,47.26741197
27.0,2.65,1.5,7.92,6.713074464,135.2555644,100.0,0.0,5.0,0.0,1.749,0,105.9242357
38.0,10.22,3.6,4.65,8.816383486,27.40793297,100.0,1.0,2.0,1.0,4.655,1,51.25315196
17.0,8.46,3.99,0.87,6.000889775,314.9652539,94.1,1.0,2.0,1.0,9.829,1,2.944753795
17.0,7.0,6.51,3.67,8.881695234,18.02348747,100.0,1.0,4.0,0.0,5.462,2,32.15525928
20.0,3.28,1.28,6.3,8.749509503,93.02452128,100.0,1.0,5.0,0.0,2.11,0,59.43754443
27.0,8.5,5.85,0.22,5.213147212,158.6935026,87.31,3.0,4.0,1.0,6.764,2,0.5307651
38.0,11.82,10.05,4.1412097370000005,5.597032707,232.8176611,57.54,0.0,4.0,1.0,5.462,2,8.924621628
29.0,11.12,7.87,0.54,6.584273715,124.4808629,84.16,1.0,1.0,1.0,7.898,2,3.300745827
27.0,6.39,5.03,5.85,7.091361627,69.3386026,100.0,0.0,9.0,1.0,2.74,2,64.34505756
27.0,3.6,0.88,4.01,5.106306563,573.6218943,100.0,2.0,4.0,0.0,5.517,0,43.30931982
27.0,5.62,2.53,2.95,8.684231526,169.4318322,100.0,2.0,1.0,0.0,5.185,1,30.02769937
28.0,10.26,8.58,0.84,8.228051436,30.55828954,80.93,1.0,4.0,1.0,5.758,2,-2.377850858
19.0,9.01,6.57,5.86,6.980999094,101.9678771,100.0,2.0,9.0,1.0,4.367,2,42.2815264
16.0,6.59,4.51,2.57,7.471239081,259.3621548,99.22,2.0,2.0,1.0,7.504,1,10.22439112
25.0,2.55,1.78,2.12,5.227248097,130.5850748,100.0,3.0,3.0,0.0,2.659,0,32.39416885
23.0,6.27,3.44,5.22,5.834771868,237.5966366,100.0,2.0,6.0,1.0,6.169,1,55.75731051
38.0,6.69,2.19,4.47,8.008006204,165.9822073,100.0,2.0,1.0,1.0,6.324,1,57.7335384
17.0,11.29,8.7,2.9,7.830912171,212.5914412,87.81,2.0,2.0,1.0,9.115,2,12.69930388
23.0,12.615,5.95,5.13,6.517502160499999,381.6386363,98.39,4.0,6.0,1.0,6.286,2,32.28151483
17.0,5.12,2.99,2.17,6.673655539,225.4806021,100.0,1.0,1.0,0.0,6.449,1,14.91661885
39.0,7.25,6.09,6.36,7.215010752,62.64376946,100.0,1.0,4.0,1.0,2.977,2,35.22096286
16.0,2.66,1.33,1.83,6.603826134,307.3951254,100.0,4.0,1.0,1.0,6.741,0,33.64399039
26.0,11.73,5.59,1.27,4.832721043,292.3029778,81.28,4.0,1.0,1.0,11.364,2,36.179356595
24.0,5.6,4.61,6.26,6.103198482,242.1595744,100.0,0.0,7.0,0.0,5.722,1,56.00828327
23.0,6.78,5.28,5.66,6.75530827,154.3618233,100.0,1.0,4.0,1.0,4.992,2,52.11187008
29.0,5.55,3.38,1.46,3.765934151,65.63969445,98.67,2.0,3.0,0.0,4.097,1,11.30519572
